query,experiment,result_id,rank,final_score,semantic_score,keyword_score,hybrid_score,reranker_score,metadata_score
prompt for debugging Python code,minilm_semantic_reranker_metadata_tinybert,pk_06356,10,0.8064236089466135,0.11780279874801636,0.0,0.11780279874801636,0.898727300253121,0.2833693582097373
prompt for debugging Python code,minilm_hybrid,pk_02512,1,0.9213900696214643,1.0,0.7379668987382145,0.9213900696214643,,
prompt for debugging Python code,minilm_hybrid,pk_03805,2,0.7734057766957484,0.7194433206640735,0.89931817410299,0.7734057766957484,,
prompt for debugging Python code,minilm_hybrid,pk_13771,3,0.7204191531937789,0.6903491923837803,0.7905823950837757,0.7204191531937789,,
prompt for debugging Python code,minilm_hybrid,pk_03855,4,0.7037054310076518,0.7771214027572115,0.5324014969253459,0.7037054310076518,,
prompt for debugging Python code,minilm_hybrid,pk_15432,5,0.5932166451055059,0.495668317641868,0.8208294091873275,0.5932166451055059,,
prompt for debugging Python code,minilm_hybrid,pk_18500,6,0.5015310175593547,0.519229300511091,0.46023502400530353,0.5015310175593547,,
prompt for debugging Python code,minilm_hybrid,pk_12307,7,0.4716555151993725,0.443994277666709,0.5361984027755873,0.4716555151993725,,
prompt for debugging Python code,minilm_hybrid,pk_06356,8,0.4330005976313517,0.4312704653498143,0.43703757295493906,0.4330005976313517,,
prompt for debugging Python code,minilm_hybrid,pk_05431,9,0.4076059867088242,0.3459109450971099,0.5515610838028243,0.4076059867088242,,
prompt for debugging Python code,minilm_hybrid,pk_03708,10,0.3793920413015478,0.3465341522309986,0.45606044913282934,0.3793920413015478,,
prompt for debugging Python code,minilm_hybrid_reranker_minilm,pk_19093,1,1.0,0.18045141493768146,0.7286357016833517,0.34490670096138254,1.0,
prompt for debugging Python code,minilm_hybrid_reranker_minilm,pk_07115,2,0.9537456643456911,0.0,0.5134190770964728,0.15402572312894183,0.9537456643456911,
prompt for debugging Python code,minilm_hybrid_reranker_minilm,pk_15432,3,0.939495302716011,0.495668317641868,0.8208294091873275,0.5932166451055059,0.939495302716011,
prompt for debugging Python code,minilm_hybrid_reranker_minilm,pk_18500,4,0.9281190574409393,0.519229300511091,0.46023502400530353,0.5015310175593547,0.9281190574409393,
prompt for debugging Python code,minilm_hybrid_reranker_minilm,pk_13661,5,0.9212253202841238,0.0,0.4374283957706716,0.13122851873120148,0.9212253202841238,
prompt for debugging Python code,minilm_hybrid_reranker_minilm,pk_05431,6,0.9193823865759564,0.3459109450971099,0.5515610838028243,0.4076059867088242,0.9193823865759564,
prompt for debugging Python code,minilm_hybrid_reranker_minilm,pk_02512,7,0.918320983209905,1.0,0.7379668987382145,0.9213900696214643,0.918320983209905,
prompt for debugging Python code,minilm_hybrid_reranker_minilm,pk_13036,8,0.9169777517514348,-0.47035030961785795,0.40416959348003256,-0.20799433868849082,0.9169777517514348,
prompt for debugging Python code,minilm_hybrid_reranker_minilm,pk_12307,9,0.9166604010587723,0.443994277666709,0.5361984027755873,0.4716555151993725,0.9166604010587723,
prompt for debugging Python code,minilm_hybrid_reranker_minilm,pk_07827,10,0.9127658052292515,0.0,0.4858816701107933,0.145764501033238,0.9127658052292515,
prompt for debugging Python code,minilm_hybrid_reranker_tinybert,pk_03805,1,1.0,0.7194433206640735,0.89931817410299,0.7734057766957484,1.0,
prompt for debugging Python code,minilm_hybrid_reranker_tinybert,pk_02512,2,0.9722633723066353,1.0,0.7379668987382145,0.9213900696214643,0.9722633723066353,
prompt for debugging Python code,minilm_hybrid_reranker_tinybert,pk_13783,3,0.9641117167215418,0.0,0.6146672510507165,0.18440017531521494,0.9641117167215418,
prompt for debugging Python code,minilm_hybrid_reranker_tinybert,pk_15432,4,0.9518549823816224,0.495668317641868,0.8208294091873275,0.5932166451055059,0.9518549823816224,
prompt for debugging Python code,minilm_hybrid_reranker_tinybert,pk_02577,5,0.9501606220058928,-0.08898507576025379,0.4630345147851864,0.07662080140337826,0.9501606220058928,
prompt for debugging Python code,minilm_hybrid_reranker_tinybert,pk_13771,6,0.9484410786825057,0.6903491923837803,0.7905823950837757,0.7204191531937789,0.9484410786825057,
prompt for debugging Python code,minilm_hybrid_reranker_tinybert,pk_07588,7,0.941074033346097,0.2225394992434667,0.6457956467577998,0.3495163434977666,0.941074033346097,
prompt for debugging Python code,minilm_hybrid_reranker_tinybert,pk_05431,8,0.9344106576817354,0.3459109450971099,0.5515610838028243,0.4076059867088242,0.9344106576817354,
prompt for debugging Python code,minilm_hybrid_reranker_tinybert,pk_13611,9,0.932140931523691,0.17830204859706386,0.5831599973281354,0.2997594332163853,0.932140931523691,
prompt for debugging Python code,minilm_hybrid_reranker_tinybert,pk_19093,10,0.9149238667834984,0.18045141493768146,0.7286357016833517,0.34490670096138254,0.9149238667834984,
prompt for debugging Python code,minilm_hybrid_reranker_metadata_minilm,pk_19093,1,0.9977201542117786,0.18045141493768146,0.7286357016833517,0.34490670096138254,1.0,0.984801028078524
prompt for debugging Python code,minilm_hybrid_reranker_metadata_minilm,pk_07115,2,0.953895996589145,0.0,0.5134190770964728,0.15402572312894183,0.9537456643456911,0.9547478793020505
prompt for debugging Python code,minilm_hybrid_reranker_metadata_minilm,pk_02512,3,0.9110056997838456,1.0,0.7379668987382145,0.9213900696214643,0.918320983209905,0.8695524270361757
prompt for debugging Python code,minilm_hybrid_reranker_metadata_minilm,pk_13036,4,0.8705370059775879,-0.47035030961785795,0.40416959348003256,-0.20799433868849082,0.9169777517514348,0.6073727799257886
prompt for debugging Python code,minilm_hybrid_reranker_metadata_minilm,pk_15432,5,0.8466736372780834,0.495668317641868,0.8208294091873275,0.5932166451055059,0.939495302716011,0.32068419979649426
prompt for debugging Python code,minilm_hybrid_reranker_metadata_minilm,pk_13611,6,0.8422840731680574,0.17830204859706386,0.5831599973281354,0.2997594332163853,0.8803795324742011,0.6264098037665768
prompt for debugging Python code,minilm_hybrid_reranker_metadata_minilm,pk_13771,7,0.8362833992539316,0.6903491923837803,0.7905823950837757,0.7204191531937789,0.8763525884493693,0.609224660479785
prompt for debugging Python code,minilm_hybrid_reranker_metadata_minilm,pk_14983,8,0.8313289364469771,0.0,0.4008248957109827,0.1202474687132948,0.8111673909422208,0.9455776943072635
prompt for debugging Python code,minilm_hybrid_reranker_metadata_minilm,pk_02940,9,0.8236026103982628,0.0,0.4194410344214025,0.12583231032642075,0.8522928860923089,0.6610243814653348
prompt for debugging Python code,minilm_hybrid_reranker_metadata_minilm,pk_07827,10,0.8179201050191017,0.0,0.4858816701107933,0.145764501033238,0.9127658052292515,0.2804611371615862
prompt for debugging Python code,minilm_hybrid_reranker_metadata_tinybert,pk_02512,1,0.9568567305160662,1.0,0.7379668987382145,0.9213900696214643,0.9722633723066353,0.8695524270361757
prompt for debugging Python code,minilm_hybrid_reranker_metadata_tinybert,pk_19093,2,0.9254054409777521,0.18045141493768146,0.7286357016833517,0.34490670096138254,0.9149238667834984,0.984801028078524
prompt for debugging Python code,minilm_hybrid_reranker_metadata_tinybert,pk_03805,3,0.8999687341477488,0.7194433206640735,0.89931817410299,0.7734057766957484,1.0,0.3331248943183254
prompt for debugging Python code,minilm_hybrid_reranker_metadata_tinybert,pk_13771,4,0.8975586159520976,0.6903491923837803,0.7905823950837757,0.7204191531937789,0.9484410786825057,0.609224660479785
prompt for debugging Python code,minilm_hybrid_reranker_metadata_tinybert,pk_07115,5,0.8910268541263294,0.0,0.5134190770964728,0.15402572312894183,0.879781967330614,0.9547478793020505
prompt for debugging Python code,minilm_hybrid_reranker_metadata_tinybert,pk_13611,6,0.8862812623601238,0.17830204859706386,0.5831599973281354,0.2997594332163853,0.932140931523691,0.6264098037665768
prompt for debugging Python code,minilm_hybrid_reranker_metadata_tinybert,pk_02577,7,0.8669661818295483,-0.08898507576025379,0.4630345147851864,0.07662080140337826,0.9501606220058928,0.3955310208302626
prompt for debugging Python code,minilm_hybrid_reranker_metadata_tinybert,pk_13783,8,0.8622963108207986,0.0,0.6146672510507165,0.18440017531521494,0.9641117167215418,0.28534234404992054
prompt for debugging Python code,minilm_hybrid_reranker_metadata_tinybert,pk_07588,9,0.8612944617470212,0.2225394992434667,0.6457956467577998,0.3495163434977666,0.941074033346097,0.40921022268559204
prompt for debugging Python code,minilm_hybrid_reranker_metadata_tinybert,pk_15432,10,0.857179364993853,0.495668317641868,0.8208294091873275,0.5932166451055059,0.9518549823816224,0.32068419979649426
prompt for debugging Python code,bge_small_semantic,pk_13771,1,0.5737370550632477,0.5737370550632477,0.0,0.5737370550632477,,
prompt for debugging Python code,bge_small_semantic,pk_03708,2,0.5701556503772736,0.5701556503772736,0.0,0.5701556503772736,,
prompt for debugging Python code,bge_small_semantic,pk_03805,3,0.5512877702713013,0.5512877702713013,0.0,0.5512877702713013,,
prompt for debugging Python code,bge_small_semantic,pk_07588,4,0.5470134317874908,0.5470134317874908,0.0,0.5470134317874908,,
prompt for debugging Python code,bge_small_semantic,pk_02261,5,0.5446900427341461,0.5446900427341461,0.0,0.5446900427341461,,
prompt for debugging Python code,bge_small_semantic,pk_06356,6,0.5387425422668457,0.5387425422668457,0.0,0.5387425422668457,,
prompt for debugging Python code,bge_small_semantic,pk_03855,7,0.5308237671852112,0.5308237671852112,0.0,0.5308237671852112,,
prompt for debugging Python code,bge_small_semantic,pk_10393,8,0.5259138643741608,0.5259138643741608,0.0,0.5259138643741608,,
prompt for debugging Python code,bge_small_semantic,pk_02512,9,0.5252190828323364,0.5252190828323364,0.0,0.5252190828323364,,
prompt for debugging Python code,bge_small_semantic,pk_03763,10,0.5232004523277283,0.5232004523277283,0.0,0.5232004523277283,,
prompt for debugging Python code,bge_small_semantic_reranker_minilm,pk_19093,1,1.0,0.46352940797805786,0.0,0.46352940797805786,1.0,
prompt for debugging Python code,bge_small_semantic_reranker_minilm,pk_07115,2,0.9628693557603316,0.45061755180358887,0.0,0.45061755180358887,0.9628693557603316,
prompt for debugging Python code,bge_small_semantic_reranker_minilm,pk_18500,3,0.9422975570009742,0.46081286668777466,0.0,0.46081286668777466,0.9422975570009742,
prompt for debugging Python code,bge_small_semantic_reranker_minilm,pk_02512,4,0.934432237735375,0.5252190828323364,0.0,0.5252190828323364,0.934432237735375,
prompt for debugging Python code,bge_small_semantic_reranker_minilm,pk_03855,5,0.9123087246940349,0.5308237671852112,0.0,0.5308237671852112,0.9123087246940349,
prompt for debugging Python code,bge_small_semantic_reranker_minilm,pk_13771,6,0.9007421037509887,0.5737370550632477,0.0,0.5737370550632477,0.9007421037509887,
prompt for debugging Python code,bge_small_semantic_reranker_minilm,pk_06356,7,0.8967394448701856,0.5387425422668457,0.0,0.5387425422668457,0.8967394448701856,
prompt for debugging Python code,bge_small_semantic_reranker_minilm,pk_07189,8,0.8864942575745158,0.45948243141174316,0.0,0.45948243141174316,0.8864942575745158,
prompt for debugging Python code,bge_small_semantic_reranker_minilm,pk_03805,9,0.8853820369560385,0.5512877702713013,0.0,0.5512877702713013,0.8853820369560385,
prompt for debugging Python code,bge_small_semantic_reranker_minilm,pk_07588,10,0.8566397046534484,0.5470134317874908,0.0,0.5470134317874908,0.8566397046534484,
prompt for debugging Python code,bge_small_semantic_reranker_tinybert,pk_03805,1,1.0,0.5512877702713013,0.0,0.5512877702713013,1.0,
prompt for debugging Python code,bge_small_semantic_reranker_tinybert,pk_02512,2,0.9753583787575867,0.5252190828323364,0.0,0.5252190828323364,0.9753583787575867,
prompt for debugging Python code,bge_small_semantic_reranker_tinybert,pk_13771,3,0.9541942018844102,0.5737370550632477,0.0,0.5737370550632477,0.9541942018844102,
prompt for debugging Python code,bge_small_semantic_reranker_tinybert,pk_07588,4,0.9476493117421774,0.5470134317874908,0.0,0.5470134317874908,0.9476493117421774,
prompt for debugging Python code,bge_small_semantic_reranker_tinybert,pk_19093,5,0.9244169566975052,0.46352940797805786,0.0,0.46352940797805786,0.9244169566975052,
prompt for debugging Python code,bge_small_semantic_reranker_tinybert,pk_03855,6,0.91695425942763,0.5308237671852112,0.0,0.5308237671852112,0.91695425942763,
prompt for debugging Python code,bge_small_semantic_reranker_tinybert,pk_06356,7,0.9168031559852767,0.5387425422668457,0.0,0.5387425422668457,0.9168031559852767,
prompt for debugging Python code,bge_small_semantic_reranker_tinybert,pk_18500,8,0.9165138278867541,0.46081286668777466,0.0,0.46081286668777466,0.9165138278867541,
prompt for debugging Python code,bge_small_semantic_reranker_tinybert,pk_07115,9,0.8931963122269819,0.45061755180358887,0.0,0.45061755180358887,0.8931963122269819,
prompt for debugging Python code,bge_small_semantic_reranker_tinybert,pk_07189,10,0.8827254288105159,0.45948243141174316,0.0,0.45948243141174316,0.8827254288105159,
prompt for debugging Python code,bge_small_semantic_reranker_metadata_minilm,pk_19093,1,1.0,0.46352940797805786,0.0,0.46352940797805786,1.0,1.0
prompt for debugging Python code,bge_small_semantic_reranker_metadata_minilm,pk_07115,2,0.9638855158271113,0.45061755180358887,0.0,0.45061755180358887,0.9628693557603316,0.9696437562055299
prompt for debugging Python code,bge_small_semantic_reranker_metadata_minilm,pk_02512,3,0.9268057644132346,0.5252190828323364,0.0,0.5252190828323364,0.934432237735375,0.8835890822544394
prompt for debugging Python code,bge_small_semantic_reranker_metadata_minilm,pk_13771,4,0.8587261630038041,0.5737370550632477,0.0,0.5737370550632477,0.9007421037509887,0.6206358321030913
prompt for debugging Python code,bge_small_semantic_reranker_metadata_minilm,pk_06356,5,0.8074007049382194,0.5387425422668457,0.0,0.5387425422668457,0.8967394448701856,0.30114784532374395
prompt for debugging Python code,bge_small_semantic_reranker_metadata_minilm,pk_18500,6,0.806603395189232,0.46081286668777466,0.0,0.46081286668777466,0.9422975570009742,0.03766981158935961
prompt for debugging Python code,bge_small_semantic_reranker_metadata_minilm,pk_03805,7,0.8038374589627556,0.5512877702713013,0.0,0.5512877702713013,0.8853820369560385,0.34175151700081985
prompt for debugging Python code,bge_small_semantic_reranker_metadata_minilm,pk_03855,8,0.7915689068874779,0.5308237671852112,0.0,0.5308237671852112,0.9123087246940349,0.10737660598365528
prompt for debugging Python code,bge_small_semantic_reranker_metadata_minilm,pk_07588,9,0.790934377263696,0.5470134317874908,0.0,0.5470134317874908,0.8566397046534484,0.41860418872176575
prompt for debugging Python code,bge_small_semantic_reranker_metadata_minilm,pk_00514,10,0.7824684737699364,0.4575819969177246,0.0,0.4575819969177246,0.8073733215110017,0.6413410032372331
prompt for debugging Python code,bge_small_semantic_reranker_metadata_tinybert,pk_02512,1,0.9615929842821145,0.5252190828323364,0.0,0.5252190828323364,0.9753583787575867,0.8835890822544394
prompt for debugging Python code,bge_small_semantic_reranker_metadata_tinybert,pk_19093,2,0.9357544131928794,0.46352940797805786,0.0,0.46352940797805786,0.9244169566975052,1.0
prompt for debugging Python code,bge_small_semantic_reranker_metadata_tinybert,pk_07115,3,0.9046634288237642,0.45061755180358887,0.0,0.45061755180358887,0.8931963122269819,0.9696437562055299
prompt for debugging Python code,bge_small_semantic_reranker_metadata_tinybert,pk_13771,4,0.9041604464172124,0.5737370550632477,0.0,0.5737370550632477,0.9541942018844102,0.6206358321030913
prompt for debugging Python code,bge_small_semantic_reranker_metadata_tinybert,pk_03805,5,0.9012627275501229,0.5512877702713013,0.0,0.5512877702713013,1.0,0.34175151700081985
prompt for debugging Python code,bge_small_semantic_reranker_metadata_tinybert,pk_07588,6,0.8682925432891156,0.5470134317874908,0.0,0.5470134317874908,0.9476493117421774,0.41860418872176575
prompt for debugging Python code,bge_small_semantic_reranker_metadata_tinybert,pk_06356,7,0.8244548593860468,0.5387425422668457,0.0,0.5387425422668457,0.9168031559852767,0.30114784532374395
prompt for debugging Python code,bge_small_semantic_reranker_metadata_tinybert,pk_00514,8,0.800698583247278,0.4575819969177246,0.0,0.4575819969177246,0.8288205091314036,0.6413410032372331
prompt for debugging Python code,bge_small_semantic_reranker_metadata_tinybert,pk_03855,9,0.7955176114110338,0.5308237671852112,0.0,0.5308237671852112,0.91695425942763,0.10737660598365528
prompt for debugging Python code,bge_small_semantic_reranker_metadata_tinybert,pk_18500,10,0.7846872254421449,0.46081286668777466,0.0,0.46081286668777466,0.9165138278867541,0.03766981158935961
prompt for debugging Python code,bge_small_hybrid,pk_03805,1,0.9424057286359477,0.9608718234357869,0.89931817410299,0.9424057286359477,,
prompt for debugging Python code,bge_small_hybrid,pk_13771,2,0.9371747185251327,1.0,0.7905823950837757,0.9371747185251327,,
prompt for debugging Python code,bge_small_hybrid,pk_02261,3,0.8774327801802271,0.9493722567284774,0.7095740015676435,0.8774327801802271,,
prompt for debugging Python code,bge_small_hybrid,pk_02512,4,0.8621946938619295,0.9154351774863788,0.7379668987382145,0.8621946938619295,,
prompt for debugging Python code,bge_small_hybrid,pk_07588,5,0.861133973575795,0.9534218279263645,0.6457956467577998,0.861133973575795,,
prompt for debugging Python code,bge_small_hybrid,pk_17576,6,0.8447759310858143,0.778251330122592,1.0,0.8447759310858143,,
prompt for debugging Python code,bge_small_hybrid,pk_03708,7,0.8324485663843493,0.9937577594921435,0.45606044913282934,0.8324485663843493,,
prompt for debugging Python code,bge_small_hybrid,pk_03855,8,0.8073631867227885,0.9252039109216925,0.5324014969253459,0.8073631867227885,,
prompt for debugging Python code,bge_small_hybrid,pk_03763,9,0.8004406931242125,0.9119167878568548,0.5403298054147139,0.8004406931242125,,
prompt for debugging Python code,bge_small_hybrid,pk_06356,10,0.7884154781578006,0.939006008959027,0.43703757295493906,0.7884154781578006,,
prompt for debugging Python code,bge_small_hybrid_reranker_minilm,pk_19093,1,1.0,0.8079126210995022,0.7286357016833517,0.7841295452746571,1.0,
prompt for debugging Python code,bge_small_hybrid_reranker_minilm,pk_07115,2,0.9628693557603316,0.7854077888588068,0.5134190770964728,0.7038111753301065,0.9628693557603316,
prompt for debugging Python code,bge_small_hybrid_reranker_minilm,pk_15432,3,0.9514298852658725,0.0,0.8208294091873275,0.24624882275619825,0.9514298852658725,
prompt for debugging Python code,bge_small_hybrid_reranker_minilm,pk_18500,4,0.9422975570009742,0.8031778017840865,0.46023502400530353,0.7002949684504516,0.9422975570009742,
prompt for debugging Python code,bge_small_hybrid_reranker_minilm,pk_13661,5,0.9367636662326261,0.0,0.4374283957706716,0.13122851873120148,0.9367636662326261,
prompt for debugging Python code,bge_small_hybrid_reranker_minilm,pk_05431,6,0.9352842521429572,0.0,0.5515610838028243,0.16546832514084728,0.9352842521429572,
prompt for debugging Python code,bge_small_hybrid_reranker_minilm,pk_02512,7,0.9344322111348627,0.9154351774863788,0.7379668987382145,0.8621946938619295,0.9344322111348627,
prompt for debugging Python code,bge_small_hybrid_reranker_minilm,pk_12307,8,0.9330991796641425,0.0,0.5361984027755873,0.16085952083267618,0.9330991796641425,
prompt for debugging Python code,bge_small_hybrid_reranker_minilm,pk_07827,9,0.9299727416570752,0.0,0.4858816701107933,0.145764501033238,0.9299727416570752,
prompt for debugging Python code,bge_small_hybrid_reranker_minilm,pk_03855,10,0.9123087512945471,0.9252039109216925,0.5324014969253459,0.8073631867227885,0.9123087512945471,
prompt for debugging Python code,bge_small_hybrid_reranker_tinybert,pk_03805,1,1.0,0.9608718234357869,0.89931817410299,0.9424057286359477,1.0,
prompt for debugging Python code,bge_small_hybrid_reranker_tinybert,pk_02512,2,0.9753583213910557,0.9154351774863788,0.7379668987382145,0.8621946938619295,0.9753583213910557,
prompt for debugging Python code,bge_small_hybrid_reranker_tinybert,pk_13783,3,0.9681162557989674,0.0,0.6146672510507165,0.18440017531521494,0.9681162557989674,
prompt for debugging Python code,bge_small_hybrid_reranker_tinybert,pk_15432,4,0.9572271703723437,0.0,0.8208294091873275,0.24624882275619825,0.9572271703723437,
prompt for debugging Python code,bge_small_hybrid_reranker_tinybert,pk_02577,5,0.9557218726018998,0.0,0.4630345147851864,0.1389103544355559,0.9557218726018998,
prompt for debugging Python code,bge_small_hybrid_reranker_tinybert,pk_13771,6,0.9541942018844102,1.0,0.7905823950837757,0.9371747185251327,0.9541942018844102,
prompt for debugging Python code,bge_small_hybrid_reranker_tinybert,pk_07588,7,0.9476491970091157,0.9534218279263645,0.6457956467577998,0.861133973575795,0.9476491970091157,
